,ServiceSatisfaction,ExpectedHIVServices_ARTmedicine,ExpectedHIVServices_CD4COUNT,ExpectedHIVServices_Cervicalcancerscreening,ExpectedHIVServices_ChestXray(thiscapturesonlyonesectorofclientswithchestissues),ExpectedHIVServices_CondomDistribution,ExpectedHIVServices_Contraceptives,ExpectedHIVServices_Diagnosis,ExpectedHIVServices_DifferentiatedServiceDelivery(DSD),ExpectedHIVServices_HIVTestingandCounseling(HTS),ExpectedHIVServices_KPservices,ExpectedHIVServices_Non-CommunicableDiseases(NCDs),ExpectedHIVServices_Nutrition,ExpectedHIVServices_PartnerNotificationSupport(PNS),ExpectedHIVServices_PostExposureProphylaxis(PEP),ExpectedHIVServices_Pre-Exposureprophylaxis(PrEP),ExpectedHIVServices_PresumptiveTBscreening,ExpectedHIVServices_PreventionofMothertoChildTransmission(PMTCT),ExpectedHIVServices_PsychosocialSupport(PSS),ExpectedHIVServices_SexualReproductiveHealth(SRH),ExpectedHIVServices_TBservices,ExpectedHIVServices_Treatmentinterrupterfollowup,ExpectedHIVServices_ViralLoadtest,ExpectedHIVServices_VoluntaryMedicalMaleCircumcision(VMMC),ExpectedHIVServices_andTBpreventivetherapy(TPT),ExpectedHIVServices_screening,OperationTimes_08-May,OperationTimes_24Hrs,OperationTimes_8-5,OperationTimes_Other,OperationDays_Friday,OperationDays_Monday,OperationDays_Saturday,OperationDays_Sunday,OperationDays_Thursday,OperationDays_Tuesday,OperationDays_Wednesday,PreferredVisitDays_Friday,PreferredVisitDays_Monday,PreferredVisitDays_Saturday,PreferredVisitDays_Sunday,PreferredVisitDays_Thursday,PreferredVisitDays_Tuesday,PreferredVisitDays_Wednesday,PreferredVisitTimes_8to5,PreferredVisitTimes_After5,GBVAwarenessMeasures_CommunitytrainedonGBV,GBVAwarenessMeasures_FacilitystafftrainedonGBV,GBVAwarenessMeasures_GBVPostersdisplayed,GBVAwarenessMeasures_HotlineforreportingGBVcases,GBVAwarenessMeasures_Other,GBVAwarenessMeasures_PresenceofGBVDesk,ServiceAccessDuration_Less than one year,ServiceAccessDuration_More than one year ,ServiceAccessDuration_One off referral ,ServicesAwareness_No,ServicesAwareness_Yes,UnprovidedService_No,UnprovidedService_Yes,AccessChallenges_No,AccessChallenges_Yes,Confidentiality_No,Confidentiality_Yes,AgeAppropriateServices_No,AgeAppropriateServices_Yes,ConcernsSharing_No,ConcernsSharing_Yes,RightsAwareness_No,RightsAwareness_Yes,ServiceDenial_No,ServiceDenial_Yes,ComfortWithServices_No,ComfortWithServices_Yes,CounselingReceived_No,CounselingReceived_Other,CounselingReceived_Yes,IdentifiedGaps_No,IdentifiedGaps_Yes,FacilityLevel_Community Health Unit,FacilityLevel_County Referral Hospitals,FacilityLevel_Dispensaries and Private Clinics,FacilityLevel_Health Centers,FacilityLevel_National Referral Hospitals,FacilityLevel_Sub-County Hospitals,FacilityCleanliness_Okay,FacilityCleanliness_Satisfied,FacilityCleanliness_Unsatisfied,FacilityCleanliness_Very Satisfied,FacilityCleanliness_Very Unsatisfied,FacilityAccessMode_Bike,FacilityAccessMode_Car,FacilityAccessMode_Other,FacilityAccessMode_Walking,FacilityAccessTime_30-45 mins,FacilityAccessTime_Less than 30 mins,FacilityAccessTime_More than 45 mins,FacilityAccessibility_Okay,FacilityAccessibility_Satisfied,FacilityAccessibility_Unsatisfied,FacilityAccessibility_Very Satisfied,FacilityAccessibility_Very Unsatisfied,GeneralWaitingTime_Do not know,GeneralWaitingTime_No,GeneralWaitingTime_Yes,LabResultsWaitingTime_Do not know,LabResultsWaitingTime_No,LabResultsWaitingTime_Yes,SupportGroupAvailability_No,SupportGroupAvailability_Yes
5939,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
14705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
4997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
6883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2712,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
5819,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
11094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
2116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
2993,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
903,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
6686,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
5135,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
7052,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
5464,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
8129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
9908,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
4690,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
14041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
7969,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
15171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
4510,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
92,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
7296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
4856,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
3084,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
7346,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
8637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
10551,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1071,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2059,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
13952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
4308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
12540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
6052,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
9882,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
4295,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
2622,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True
6413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
2138,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
13341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
6189,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
3117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
697,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False
1581,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
11335,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
14095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
14067,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False
2980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
15063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
